Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5xBCuOtpJML24VN7FQJ5Kk,"When We Fall","When We Fall","Selren",2025-11-23,134681,56,false,,2026-03-19T15:17:59Z,"","Chill Palm",0.475,0.0255,5,-27.012,1,0.0298,0.979,0.844,0.0745,0.124,65.13,4
spotify:track:0R3nhKQ5OpdALI3HNp6AQ4,"Release","Release","Køsk Skriner",2025-11-23,137391,56,false,,2026-03-19T15:17:59Z,"","Chill Palm",0.502,0.0324,0,-23.382,1,0.0358,0.99,0.933,0.0841,0.0835,68.964,4
spotify:track:3r1sSvC4miDrE3AvDGGsXA,"Nebula","Nebula","Furomerald",2025-10-23,135853,56,false,,2026-03-19T15:17:59Z,"","Furomerald",0.56,0.0916,3,-21.013,1,0.0353,0.868,0.917,0.112,0.0449,117.752,4
spotify:track:4Cxne7qIadWVsVZ5iZtQx4,"Seasons","Seasons","Topozia",2025-10-23,143005,56,false,,2026-03-19T15:17:59Z,"","Topozia",0.699,0.133,6,-23.364,0,0.0398,0.955,0.898,0.0734,0.218,115.72,4
spotify:track:1kEY2FnLcXnrmIsUnFVOmV,"Pandora","Pandora","Photoautotroph",2026-01-16,161077,51,false,,2026-03-19T15:17:59Z,"","Photoautotroph",0.335,0.0404,0,-31.105,1,0.0336,0.954,0.884,0.108,0.0373,143.752,4
spotify:track:4VpzLHKpKzphbEj9QEQYWh,"Waypoint","Waypoint","Far & Beyond",2025-10-17,162410,55,false,,2026-03-19T15:17:59Z,"","Far & Beyond",0.67,0.0394,2,-25.286,0,0.0474,0.983,0.903,0.0872,0.175,120.975,4
spotify:track:4A853RsGDBIk95ZwinfguK,"Driftwood","Driftwood","John Ember",2025-10-17,126410,56,false,,2026-03-19T15:17:59Z,"","John Ember",0.459,0.0182,7,-26.203,1,0.0348,0.925,0.826,0.193,0.0393,139.915,4
spotify:track:2kPqw1f0RTJdddcaClUqO6,"Oceans Apart","Oceans Apart","Equilibrium",2025-10-03,157375,55,false,,2026-03-19T15:17:59Z,"","Equilibrium",0.561,0.038,6,-26.042,1,0.0378,0.987,0.89,0.113,0.188,80.011,3
spotify:track:7uBXleq81YtFfXS3mkjZ0m,"Canyons","Canyons","Stellar Luminous",2026-01-23,123235,54,false,,2026-03-19T15:17:59Z,"","Overtone Studios",0.456,0.0701,0,-24.978,1,0.0308,0.928,0.845,0.112,0.103,76.943,4
spotify:track:0Ga6yuCj0O8vJSxeDPvGDt,"A Symphony","A Symphony","Alt Void",2026-01-16,129450,51,false,,2026-03-19T15:17:59Z,"","Alt Void",0.49,0.0255,11,-26.219,0,0.0446,0.947,0.905,0.104,0.0796,75.027,4
spotify:track:0dThyyLjjjWQrlkZv8iHUo,"Between Moments","Between Moments","Halcyon",2026-02-20,142705,54,false,,2026-03-19T15:17:59Z,"","Halcyon",0.656,0.0673,7,-25.294,1,0.0422,0.963,0.86,0.0834,0.112,73.983,4
spotify:track:4kumjfxVdMkN7S7RLW1re4,"Forgotten Song","Forgotten Song","Antonio Roberto",2025-08-24,117727,55,false,,2026-03-19T15:17:59Z,"","Chill Palm",0.692,0.226,11,-20.767,0,0.0312,0.966,0.921,0.112,0.241,132.1,4
